0,1,2,3,4,5,6
دنا،,1399,اتوماتیک توربو-پلاس,"55,000 کیلومتر",اتوماتیک,سفید,"660,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,"2,700 کیلومتر",اتوماتیک,خاکستری,"729,000,000"
دنا،,1400,دنده ای ساده-پلاس,"34,000 کیلومتر",دنده ای,سفید,"610,000,000"
دنا،,1401,دنده ای ساده-پلاس,کارکرد صفر,دنده ای,سفید,"665,000,000"
دنا،,1401,دنده ای ساده-پلاس,کارکرد صفر,دنده ای,نوک مدادی,"640,000,000"
دنا،,1397,5 دنده توربو-پلاس,"70,000 کیلومتر",دنده ای,خاکستری,"580,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,نقره ای,"740,000,000"
دنا،,1401,دنده ای ساده-پلاس,کارکرد صفر,دنده ای,مشکی,"639,500,000"
دنا،,1401,اتوماتیک توربو-پلاس,"1,800 کیلومتر",اتوماتیک,مشکی,"735,000,000"
دنا،,1394,دنده ای-معمولی,"129,000 کیلومتر",دنده ای,خاکستری,"418,000,000"
دنا،,1399,دنده ای ساده-پلاس,"48,000 کیلومتر",دنده ای,سفید,"565,000,000"
دنا،,1401,دنده ای ساده-پلاس,کارکرد صفر,دنده ای,سفید,"650,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,"10,500 کیلومتر",اتوماتیک,مشکی,"715,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,سفید,"750,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,سفید,"735,000,000"
دنا،,1401,6 دنده توربو-پلاس,کارکرد صفر,دنده ای,سفید,"705,000,000"
دنا،,1400,دنده ای ساده-پلاس,"29,000 کیلومتر",دنده ای,مشکی,"600,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,مشکی,"749,000,000"
دنا،,1400,دنده ای-معمولی,کارکرد صفر,دنده ای,سفید,"560,000,000"
دنا،,1401,6 دنده توربو-پلاس,کارکرد صفر,دنده ای,سفید,"700,000,000"
دنا،,1400,دنده ای ساده-پلاس,کارکرد صفر,دنده ای,مشکی,"669,000,000"
دنا،,1399,دنده ای ساده-پلاس,"43,000 کیلومتر",دنده ای,سفید,"570,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,خاکستری,"760,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,مشکی,"750,000,000"
دنا،,1399,دنده ای ساده-پلاس,"47,000 کیلومتر",دنده ای,سفید,"590,000,000"
دنا،,1398,دنده ای-معمولی,"59,000 کیلومتر",دنده ای,سفید,"500,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,سفید,"780,000,000"
دنا،,1398,دنده ای-معمولی,"30,000 کیلومتر",دنده ای,سفید,"518,000,000"
دنا،,1399,دنده ای ساده-پلاس,"45,000 کیلومتر",دنده ای,نقره ای,"593,000,000"
دنا،,1397,دنده ای-معمولی,"52,000 کیلومتر",دنده ای,سفید,"475,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,مشکی,"752,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,سفید,"738,000,000"
دنا،,1398,دنده ای ساده-پلاس,"38,000 کیلومتر",دنده ای,سفید,"550,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,مشکی,"750,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,سفید,"750,000,000"
دنا،,1400,دنده ای ساده-پلاس,"21,000 کیلومتر",دنده ای,مشکی,"620,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,سفید,"770,000,000"
دنا،,1400,اتوماتیک توربو-پلاس,"26,500 کیلومتر",اتوماتیک,سفید,"696,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,"11,000 کیلومتر",اتوماتیک,مشکی,"725,000,000"
دنا،,1399,دنده ای ساده-پلاس,"42,000 کیلومتر",دنده ای,مشکی,"565,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,مشکی,"785,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,مشکی,"800,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,مشکی,"760,000,000"
دنا،,1400,دنده ای ساده-پلاس,"13,800 کیلومتر",دنده ای,خاکستری,"620,000,000"
دنا،,1401,اتوماتیک توربو-پلاس,کارکرد صفر,اتوماتیک,مشکی,"778,000,000"
